Material	Descripción del material
21032791	AROMATIZANTE GLADE AUTO SPORT
21032792	GLADE SEAN
21032793	GLADE SEAN C/BASE
21032794	AIR WICK REPUESTO FRESHMATIC
21032795	AMBIENTAL GLADE AEROSOL PARAÍSO AZUL
21032796	BOLSA PARA BASURA EXTRA GRANDE EN ROLLO
21032797	BOLSA PARA BASURA JARDINERA EN ROLLO
21032798	BOLSA P/BASURA KANGURO EXTRAGRANDE (10U)
21032799	BOLSA PARA BASURA MEDIANA EN ROLLO
21032800	BOLSA PARA BASURA PEQUEÑA EN ROLLO
21032801	BOLSA P/ BASURA NEGRA DE 30X34 (CIENTO)
21032802	BOLSA P/ BASURA NEGRA DE 20X30 (10 U.)
21032803	BOLSA P/BASURA 18X19X2MM BLANCA (CIENTO)
21032804	BOTE P/BASURA MED. CON TAPA GIRATORIA
21032805	BOTE DE BASURA 45 LTS. TAPA GIRATORIA
21032806	CEPILLO DE MANO PLASTICO TIPO PLANCHITA
21032807	CEPILLO PARA SANITARIO TIPO GUSANO
21032808	CERA DE PISOS ANTIDESLIZANTE MARCA OX
21032809	CEPILLO P/SANITARIO TIPO GUSANO CON BASE
21032810	CERA DE PISOS GACLEAN
21032811	PANTALLA PARA MIGITORIO
21032812	PAÑUELO FACIAL KLEENEX EJ. (100 PAÑUELOS
21032813	LIMPIADOR DE TOALLA PEQUEÑO
21032814	CLORO DE USO CASERO MAGIA BLANCA LT
21032815	CLORO LIQUIDO CLEAN MAGICO/ALLFRESH
21032816	DESINFECTANTE LAVANDA MAX POWER/ALLFRESH
21032817	DESINFECTANTE MANZANA MAX POWER/ALLFRESH
21032818	DESINFECTANTE MAX POWER/ALLFRESH (V/AROM
21032819	DESINFECTANTE PARA PISOS OLIMPO, LAVANDA
21032820	PLEDGE LIQUIDO, P/MUEBLES 500 ML.
21032821	DESINFECTANTE GALON V/AROMAS CLEAN MAGIC
21032822	LIMPIA MUEBLES PLEDGE 750ML MULTISUPERFI
21032823	JABON DETERGENTE EN POLVO GALLO 250 GRS.
21032824	PAPEL HIG. JUMBO ROLL 400 MTS. 1 H. SANI
21032825	PAPEL HIG. ROSAL PLUS 180H DOBLES (48U)
21032826	PAPEL HIG. C/AROMA KLEENEX 450 H/DBL (24
21032827	PAPEL HIG. ECO JUMBO ROLL 400 MTS. 1 H.
21032828	PAPEL HIG. MEGA SCOTT (12 U.)
21032829	INSECTICIDA BAYGON 250 ML. EN SPRAY
21032830	INSECTICIDA RAID MAX DORADO 400 ML.
21032831	INSECTICIDA RAID MAX MOSQUITOS 250 ML.
21032832	INSECTICIDA SAPOLIO CASA Y JARDIN 360 ML
21032833	JABON DETERGENTE ESPUMIL 2000 GRS.
21032834	JABON DETERGENTE INDUSTRIAL 123 20 LB
21032835	JABON DETERGENTE RENDIDOR 2000 GRS.
21032836	JABON DETERGENTE XEDEX 1000 GRS.
21032837	JABON LIQUIDO P/MANOS OLIMPO GALÓN
21032838	JABON LIQUIDO P/MANOS OLIMPO 460 GRS
21032839	JABON LIQUIDO P/MANOS PROTEX 221 ML.
21032840	JABON LIQUIDO P/MANOS SOFTGEL
21032841	TARRO LAVAPLATOS AXION DE 425 GRS.
21032842	TARRO LAVAPLATOS PRIL CREMA
21032843	LAVAPLATOS LIQUIDO PRIL 400 ML.
21032844	JABON LIQUIDO P/MANOS MANZANA GACLEAN
21032845	JABON DETERGENTE INDUSTRIAL 1 KILO
21032846	JABON POLVO SAPOLIO ANTIBACTERIAL 450G
21032847	TARRO LAVAPLATOS ZAGAZ 425 GRS.
21032848	LIMPIA VIDRIOS 720 ML. DON CLIN
21032849	LIMPIA VIDRIOS CLEAN MAGICO/ALLFRESH GL
21032850	PLUMILLA PARA LIMPIAR VIDRIOS 10"
21032851	LIMPIA VIDRIOS OLIMPO 850 ML.
21032852	TOALLA DE COCINA SCOTT 95 HOJAS DOBLES
21032853	TOALLA DE COCINA NUBE BLANCA 60H
21032854	BASE PARA MOPA DE 33 PULGADAS
21032855	MOPA PARA PISO DE 24 PULGADAS
21032856	MOPA PARA PISO DE 33 PULGADAS
21032857	MOPA PARA PISO DE 36 PULGADAS
21032858	SERVILLETA RECTANGULAR SANI TISU 24X100
21032859	SERVILLETAS SCOTT EXPRESS 100 U. (PEQ)
21032860	SERVILLETAS CUADRADA NUBE BLANCA 500 U.
21032861	SERVILLETAS CUADRADA SCOTT EXPRESS 100 U
21032862	SERVILLETA WHITE COTTON 100 U
21032863	TOALLA P/MANOS EXTENDER ROLL. ESTÃ NDAR
21032864	TOALLA P/MANOS EXTENDER NATURAL (6X1)
21032865	TOALLA P/MANOS INTERFOL. SANI (12X200)
21032866	ATOMIZADOR PLASTICO DE 1 LITRO
21032867	ESCOBA PLASTICA INTERIORES
21032868	ESPONJA PARA PLATOS DURAMAS/VIRUTEX
21032869	LIMPIADOR DE TELA IRIS CLASICO
21032870	LIMPIADORES DE TELA RAYADOS
21032871	MECHAS PARA TRAPEADOR NO. 16
21032872	PALA PARA RECOGER BASURA
21032873	PAÑO HUMEDO ABSORVENTE SCOTH BRITE
21032874	PLUMERO
21032875	TOALLA DE TELA PARA SECAR MANOS PEQ.
21032876	TOALLA PARA TRAPEADOR SENCILLA
21032877	TOALLA PARA TRAPEAR RAYADAS
21032878	TOALLA PARA TRAPEAR IRIS/TEXCOL
21032879	PALO DE MADERA PARA TRAPEAR
21032880	TRAPEADOR DE MECHAS CON PALO DE MADERA
21032881	CUBETA PLASTICA DE 5 GALONES
21032882	LIQUIDO DESENGRASANTE BRASSO 650 ML.
21032883	SODA CAUSTICA LIQUIDA
21032884	ACIDO MURIATICO TIPO "A"
21032885	PALANGANA PLASTICA MEDIANA
21032886	ESCOBON PLASTICO DE 16"
21032887	ANTI-HONGOS PATO ATOMIZADOR 750 ML
21032888	WIPE MULTIUSOS EN BOLA COLOR (375 GRS)
21032889	SILICON PROTECTOR Y ABRILLANTADOR GL
21032890	CEPILLO LIMPIA TECHO
21032891	BOLSA DE GABACHA NEGRA/BLANCA (CIENTO)
21032892	TOALLA PARA TRAPEAR DOBLE
21032893	LIMPIADOR DE TELA IRIS CHEF
21032894	WYPALL MICROFIBRA USO GENERAL AMARILLO
21032895	WYPALL MICROFIBRA USO GENERAL AZUL 38X40
21032896	WYPALL MICROFIBRA VERDE VIDRIO/CRISTAL
21032897	TOALLA DE MICROFIBRA AMARILLO 16X16
21032898	TOALLA P/TRAPEAR HOTEL PREMIER 42X21
21032899	PALO DE MADERA BASE PLASTICA P/TRAPEADOR
21032900	BOTIQUIN
21032901	PIZARRON DE CORCHO DE 0.80 X 0.60 MTS
21032902	ARCHIVADOR AMPO TAMAÑO OFICIO
21032903	NOTAS ADHESIVAS POST-IT 2X2 NEON 400H
21032904	CUADERNO UNIV MULTIMATERIA P/DURA 180H
21032905	NOTAS ADHESIVAS POST-IT 1 1.5X2 NEON 10
21032906	PAPEL BOND 80 GRS. T/CARTA VERDE
21032907	OPALINA BLANCO T/CARTA 230GRS 100U
21032908	FOLDER INTERIOR TAMAÑO CARTA MAGENTA
21032909	FOLDER COLGANTE CARTA AZUL 25U.
21032910	SOBRE PAPEL KRAFT TAMAÑO 1/2 CARTA
21032911	SOBRE PAPEL KRAFT TAMAÑO OFICIO
21032912	SOBRE MANILA CARTA ESPECIAL 10X12"
21032913	FOLDER INTERIOR TAMAÑO OFICIO NARANJA
21032914	FOLDER INTERIOR TAMAÑO OFICIO MORADO
21032915	FOLDER INTERIOR TAMAÑO OFICIO GRIS
21032916	FOLDER INTERIOR TAMAÑO CARTA GRIS
21032917	FOLDER INTERIOR TAMAÑO CARTA CELESTE
21032918	FOLDER INTERIOR TAMAÑO CARTA AZUL NAVY
21032919	CINTA GRIS HY STICK 10YDS.
21032920	BOLIGRAFO EDDING 2185 CRYSTAL AZUL
21032921	BOLIGRAFO VERDE BIC
21032922	FLUORESCENTE DELI AMARILLO
21032923	FLUORESCENTE DELI NARANJA
21032924	FLUORESCENTE DELI ROSADO
21032925	FLUORESCENTE PLUMA OFFICE1 VERDE
21032926	REPUESTO P/MARCADOR PIZARRA PILOT AZUL
21032927	REPUESTO P/MARCADOR PIZARRA PILOT ROJO
21032928	REPUESTO P/MARCADOR PIZ. PILOT NARANJA
21032929	PERFORADOR DE METAL HDC 150 USO INDUSTRI
21032930	CINTA ADHESIVA P/EMPAQUE 2"X 40 YDS.
21032931	CINTA ADHESIVA P/EMPAQUE 2" X 70 YDS.
21032932	MASKING TAPE 1 PULGADA TESA
21032933	MASKING TAPE HYSTIK 1"X45YDS VERDE
21032934	PLASTICO STRETCH FILM 13MICRX450MMX800FT
21032935	TORNILLOS DE EXTENSION P/ENCUADERNAR 1"
21032936	TORNILLOS DE EXTENSION P/ENCUADERNAR 2"
21032937	PORTA GAFETE VERTICAL CON CINTA (10U.)
21032938	PAPEL CONTACT 45 CM X 20 M.
21032939	PAPEL PARA FOTOGRAFIA T/CARTA 25 H.
21032940	BASE DE 90X60CM PARA ROTAFOLIO
21032941	PLASTICO STRETCH FILM 15MICRX450MMX800FT
21032942	SOBRE PLASTICO T/CARTA VARIOS COLORES
21032943	SOBRE PLASTICO T/OFICIO VARIOS COLORES
21032944	ACORDEON PLASTICO T/OFICIO 13 DIV.
21032945	PAPEL CALCOMANIA CARTA (UNIDAD)
21032946	MICRO BATERIA MAXELL LR44-357A
21032947	CARGADOR PARA BATERIAS AA/ AAA SONY
21032948	BATERIA DURACELL CUADRADA 9V
21032949	BATERIA DURACELL "AAA" UNIDAD
21032950	CUCHARA SOPERA ACERO INOXIDABLE UNIDAD
21032951	CUCHILLO ACERO INOXIDABLE
21032952	TENEDOR DE MESA ACERO INOXIDABLE UNIDAD
21032953	CAJA DE PALILLOS DE DIENTES 500U
21032954	CUCHARITAS PARA CAFÉ
21032955	REMOVEDOR DE MADERA PAQ.100U
21032956	LLAVE ALUMINIO SIN CONTACTO UN
21032957	CAJA ORGANIZADORA APILABLE NO. 1
21032958	DORIVAL 60 TABLETAS
21032959	GRIPETIN BLISTER 2 U.
21032960	I.R.S 20 TABLETAS
21032961	TABCIN DIA LIQUID GEL (60 U.)
21032962	TERMOMETRO DIGITAL  MEDICO INFRAROJO
21032963	JERINGA 3 ML
21032964	ASPIRINA 500MG TABLETA
21032965	CINTA ROJA PELIGRO
21032966	CANDADO STANDARD GRANDE
21032967	BOLSA TRANSPARENTE 10LBS 12X18 100U
21032968	BOLSA TRANSPARENTE 2 LB. 100 U.
21032969	BOLSA TRANSPARENTE 1/2 LB 100 U 4X8
21032970	BOLSA TRANSPARENTE 5LBS. 100 U CAL. 3
21032971	LIMA TRIANGULAR 1 PUNTA 6"
21032972	CANDADO YALE 60 MM
21032973	CINCHO PLASTICO DE 14"
21032974	POXIPOL CAJA ROJA /TRANSPARENTE 70 ML
21032975	POXIPOL CAJA AZUL /GRIS 70 ML
21032976	PINTURA EN SPRAY 10 ONZ.
21032977	BOLSA INDUS. 15X25 25 LBS. TRANS UNID.
21032978	DISPENSADOR P/JABON PET 300ML
21032979	FELPA PARA MANERAL NO.9
21032980	MARTILLO DE UÑA STANLEY 51-271/16ONZ
21032981	HOJA PARA LAMINAR T/CARTA 5MM
21032982	MARCADOR TRATADO CORONA 38 DYNAS UN.
21032983	ENVASE PLASTICO 2OZ UNIDAD
21032984	GOTERO FRASCO DE VIDRIO 50ML
21032985	BOMBA FUMIGADORA ROYAL CONDOR 20 LITROS
21032986	CAJA ORGANIZADORA APILABLE NO. 2
21032987	ALCOHOL AEROSOL DIF 200ML UN
21032988	BOLSA TRANSPARENTE 25 LBS. 5MLS. (CIENTO
21032989	BOLSA P/ BASURA NEGRA DE 20X30 (10 U)
21032990	BOTE DE BASURA CON TAPA 20 GALONES
21032991	BOTE RECICLA 40 LTS
21032992	ALFOMBRA NEGRA P/ENTRADA
21032993	LYSOL TOALLITAS 35X1 (BOTE) 7.7 ONZ
21032994	ESPONJA DOBLE USO CUADRADA VERDE/AMARI
21032995	SUAVITEL 3 LITROS AROMA SOL BOTE
21032996	ATOMIZADOR PLASTICO 1 LITRO ROJO
21032997	JABON EN BOLA AMBAR MAZANILLA 290 GRS
21032998	PASTILLA PARA MINGITORIO
21032999	CANASTILLA PARA MINGITORIO
21033000	DESINFECTANTE CONCENTRADO AMONIO CUATER
21033001	DESINFECTANTE AEROSOL SABO V/AROMAS
21033002	CANECA ALCOHOL GEL
21033003	DETERGENTE LIQ. SWIFT 7LTS.
21033004	TOALLA DE COCINA NUBE BLANCA 100H UN.
21033005	TOALLA P/MANOS INTERFOL 12/250 TORK CAJA
21033006	TOALLA P/MANOS 240M BLANCA TORK ROLLO
21033007	JABON EN TROZO DOÑA BLANCA 250 GRS.
21033008	JABON BOLA XTRA MULTIACCION 400G (1 U)
21033009	JABÓN ESPUMA DERMO KLEENEX 800ML
21033010	JABON ESP. CLEAR Y MILD GOJO 700ML UNID
21033011	JABON LIQUIDO AXION 400ML NEUTRAL (AZUL)
21033012	TOALLA DE COCINA NUBE BLANCA 60 H (24X1)
21033013	TOALLA KLEENEX SUPREME 2PLY 16X150H
21033014	TOALLAS HUMEDAS (80 U)
21033015	HARPIC ANTI-HONGOS 650 ML
21033016	ESCOBITA MULTIUSOS
21033017	REPUESTO ATOMIZADOR
21033018	ESPONJA METALICA VIRUTEX INOXIDABLE
21033019	ESPONJA SCOTH 63
21033020	MICROFIBRA COLOR NEGRO UN
21033021	CAJA CHICA DE METAL COLOR NEGRO
21033022	PIZARRON DE FORMICA 0.80 X 0.60 MTS.
21033023	PIZARRON DE CORCHO 1.20 X 0.80 MTS.
21033024	CUADERNO ESPIRAL 1. C/LINEAS 70H P/LISA
21033025	CUADERNO ESPIRAL 1. C/LINEAS 100H
21033026	PAPEL BOND 80 GRS. T/CARTA AMARILLO
21033027	PAPEL SEGURIDAD VERDE T/CARTA 50 H
21033028	PAPEL IRIS T/CARTA AMARILLO FLUOR CIENTO
21033029	LIBRO DE ACTAS 400 HOJAS PASTA DURA
21033030	PLIEGO DE PAPEL BOND 22X34 (CIENTO)
21033031	PAPEL CREPE NEGRO
21033032	PAPEL CREPE VERDE
21033033	ROLLO DE PAPEL TERMICO 3 1/8"X70M (QFLOW
21033034	CONTOMETRO CALCULADORA ESTANDAR UNICOMER
21033035	PAPEL BOND CARTA PPC BROWN COPY/BRIO
21033036	SOBRE BURBUJA TAMAÑO OFICIO
21033037	CARTULINA LINO T/CARTA C/BEIGE  (CIENTO)
21033038	PAPEL SEGURIDAD VERDE T/OFICIO 50H.
21033039	BLOCK DE LETRA DE CAMBIO 50 H
21033040	PAPEL IRIS T/CARTA NARANJA
21033041	PAPEL BOND SISADO T/CARTA RESMA
21033042	CARTULINA ARCOIRIS ROJO PLIEGO
21033043	CINTA P/EMPAQUE 48MMX100MTS. MARCA 3M
21033044	CINTA AISLAR TRUPPER VERDE
21033045	BOLIGRAFO FABER CASTELL 62-F AZUL
21033046	BOLIGRAFO FABER CASTELL 62-F NEGRO
21033047	MARCADOR P/ACETATO EDDING 141-F V/COLORE
21033048	MARCADOR PERMANENTE EDDING 300 NEGRO
21033049	MARCADOR EDDING 300 ROJO
21033050	MARCADOR P/PIZARRON PILOT NARANJA RECARG
21033051	MARCADOR SHARPIE ROJO UNA PUNTA
21033052	MARCADOR PERMANENTE CASTELL AZUL
21033053	CINTA ADHESIVA CAFE P/EMPAQUE 2"X 40 YDS
21033054	TINTA ALMOHADILLA AZUL CARTER
21033055	REPUESTO P/MARCADOR PIZARRA PILOT VERDE
21033056	PESTAÑA ABBEL FOLD, P/FOLDER COLGANTE  (
21033057	PORTA TARJETAS 400 TARJETAS
21033058	ETIQUETA AVERY 5165 T/CARTA (100 U)
21033059	PORTAGAFETE RIGIDO COLORES VARIOS
21033060	CRAYON DE CERA JUMBO 12 COLORES
21033061	FASTENER PLASTICOS
21033062	NOTAS ADHESIVAS COLORES NEON 3X5
21033063	ETIQUETADORA DYMO  ELECTRONICA PORTATIL
21033064	CAJA ORGANIZADORA APILABLE NO. 3
21033065	CAJA ORGANIZADORA APILABLE NO. 5
21033066	BRACKET:CON;INCLINACION;TV;DE;50;A;70"
21033067	TRANSFORMADOR:16-40
21033075	BARRA:DE;PEGAMENTO;40G
21033076	INSUMOS:OFICINA:IMPRESION;FICHA;BOTIQUIN
21033078	ESCALERA:ALUMINIO;4´;2;BANDAS
21033079	ELECTRODO:PUNTO;CAFE;3/32";ECA;E6013
21033083	JERINGA 5 ML
21033084	CINTA ADHESIVA CAFE P/EMPAQUE 2"X 40 YDS
21033085	BASURERO:16GAL;SIN;TAPA;COL;BEIGE
21033086	BASURERO:32GAL;GRIS;BRUTE;BUBBERC
21033087	MURCIELAGO:ACE;INOX
21033088	RAMPAS:PARA;BANDEJAS;ACE;INOX
21033089	TALADRO:PERCUTOR;1/2";18V;2.0AH
21033090	CLIP:ACERO;INOXIDABLE;35CMX4CM
21033092	BROCA:P/CONCRETO;155727;1/4*4
21033093	BROCA:P/CONCRETO;163285;3/4*4*6
21033094	RATCHET:REVERSIBLE;14.0109;70022
21033096	DESTORNILLADOR:9004815;PH#2;1/4*8
21033097	DESTORNILLADOR:PLANO;9003315;INDUS;1/4*6
21033098	DESTORNILLADOR:9004415;PH#1;3/6*4
21033099	DESTORNILLADOR:PLANO;9003715;INDU;3/16*4
21033100	TARUGO:PLAST;TABLAYESO;NO;3;3/8;A;1/2"
21033109	TENAZA:PARA;LATAS;14.0191;QUALITY
21033110	PORTA:SALERO;12X11CM;VARILLA;DE;1/8;
21033111	PORTA:FUNDA;P/PAPAS;0.8MM;INOX;11X34CM
21033112	PORTA:PINZAS;PLATINA1”X1/8”INOX;30X2.5CM
21033113	ALZA:PARA;BANDEJAS;0.8MM;INOX;5X41X61CM
21033116	PORTA:MANGUERA;DE;PARED;PLASTICO;5/8";23
21033117	MANGUERA:REFORZADA;3/4"X100";PARA;JARDIN
21033118	MANGUERA:REFORZADA;3/4"X50";PARA;JARDIN
21033119	ORGANIZADOR:PARA;ESCOBA;REYNERA;30003G
21033120	SET:DESTORNILLADOR;703575;AISLADO;PH-PL
21033126	BLOCK:FACTURA;SUJETO;EXCLUIDO;DON;POLLO
21033127	ARO:ACERO;INOXIDABLE;DE;QUESO
21033129	RACK:ACERO;INOXIDABLE;P/PIZZA;15;NIVELES
21033134	CUCHILLO:CHEF;AMARILLO;10"
21033140	CABLE:TSJ;CONDULAC/VIAKON;MTS;4;X;6
21033141	BORNERA:PLASTICA;NEGRA/BLANCA;80;AMP;380
21033146	BANDEJA FIBRA DE VIDRIO OVAL.25"X19" NEG
21033147	TAPA P/CUBETA HIELO SI60/SI61
21033150	CANASTA:P/FREIDORA;12;1/8X6;1/2
21033152	PIEDRA:AFILADORA;CUCHILLOS;12X2X1"
21033153	BASURERO:ROLLOUT;32;GLS;GRIS;2;RUEDAS
21033154	TABLA:PICAR;POLY;AMARILLA;12X18X1/2"
21033155	VALV:DE;EXP;SOLD;ERVE-10-GA;R-22;09.0109
21033156	FILTRO:L/LIQUIDO;ROSC;5/8"EK-415;09.0307
21033168	VIDRIO:TEMPLADO;P/EXHIBIDOR;0.95X0.65
21033173	SOLDADURA:6013;3/32";INFRA;4150505
21033174	DISCO:C/METAL;14";733;AUSTROMEX;4140262
21033175	DISCO:P/DESBASTE;4-1/2";11-0908;HECORT
21033186	BANDERITAS:ADHESIVAS;FLECHAS;5;COLORES
21033211	CABLE:VULCAN;TSJ;10-3;(CORTE);PD
21033212	TOMA:HEMBRA;EMP;TRIFILAR;20;AMP;240V
21033213	TOMA:MACHO;EXTENSION;20A;125/250V;TRIFI
21033230	SIN USO
21033231	SIN USO
21033232	SIN USO
21033246	PLACAS:LAVATE;LAS;MANOS;0.26;X;0.16M
21033247	PLACAS:ROTULO;BODEGA;SECA;0.26;X;0.16M
21033248	PLACA:SOLO;PERSONAL;AUTORIZAD;0.26X0.16M
21033249	PLACA:BAÑOS;USO;EXCL;CLIENTES;0.26X0.16M
21033310	PLACA:SEÑALIZA;AREA;DE;COCINA;0.26X0.16M
21033311	PLACA:INTERNET;INALAMB;GRATIS;0.26X0.16M
21033312	PLACA:SEÑALIZA;CAMARA;FRIA;0.26X0.16M
21033313	PLACA:CAMARA;DE;MADURACION;0.26X0.16M
21033314	PLACAS:DE;SEÑALIZACION;BODEGA;0.26X0.16M
21033315	PLACA:SEGU;E;HIGIENE;EL;JABON;0.26X0.16M
21033316	PLACA:SEGUR;E;HIGIENE;EL;AGUA;0.26X0.16M
21033317	PLACA:PON;TUS;ZAPATOS;AQUI;0.26X0.16M
21033318	PLACA:SEÑALIZ;BAÑO;CABALLEROS;0.20X0.25M
21033319	PLACA:SEÑALIZACION;BAÑO;DAMAS;0.20X0.25M
21033320	PLACA:SEÑALIZA;BAÑO;FAMILIAR;0.20X0.25M
21033321	TEXTO:RECORT;CENEFA;AUTOSERV;0.165X1.20M
21033322	ROT:COLGANTE;AUTOSER;ALTURA;MAXIMA;2.40M
21033323	PLACA:SEÑALIZACIÓN;BASURERO;0.26X0.10M
21033344	KIT:MILWAUKEE;409394;TALADRO
21033348	LLAVE:CANGREJO;STANLEY;89-045;LA;NGR;6"
21033349	LLAVE:T.CANGREJO;STANLEY;87-046LA;NGR;8"
21033350	LLAVE:T/CANGREJO;STAN.87-048;/;12";NEGRO
21033351	ALICATE:PICO;LORO;STANLEY;84110-10""
21033352	ALICATE:CORTA;ALAMBRE;STANLEY;84-108;/7"
21033353	ALICATE:VICE;GRIP;STANLEY;84-369/;10""
21033354	LLAVE:COLA;CORONA;JGO.ST.;85-927;6;PZS
21033355	JGO:20PZ;LLAVES;ALLEN;STAN.69-255/PULG+
21033356	DESTORN:PUNTA;STANDARD;STHT69104;1/8""X4
21033357	DESTOR:PUNTA;PHILLIPS;STHT69138;#0X2.3/4
21033358	ALICATES:PELA;CABLES;ST.;96-230
21033359	MARTILLO:BOLA;MEC;ST.54-190/3/4LB;44.25
21033360	CUCHILLA:RETRACTIL;ST.;10-099
21033361	TOPES:PARA;ENFRIADORES;1.50X;0.15;CMTS
21033362	CHECK:5536;MINDER;TICKET;HOLDER;/;RAIL;T
21033363	AGENDA:4STIKER;CALENDARIO,7X7.5"
21033364	UNIV:CARGADOR;RAYOVAC;2AA;+2AAA;997604
21033371	BANDEJA:ZANGUACERA;INOX;430;1X1
21033372	RIEL:PARA;PASTELITOS;ACE;INOX;0.5X1CM
21033377	CENTRO DE MESA AZUCARERO PLASTICO NEGRO
21033378	PORTA CUBIERTOS PLASTICO NEGRO COZA
21033379	TERMO INOX BEBIDA CALIENTE 1 LT
21033381	PARRILLAS:INOX;P/MANTENEDOR;0.65X0.45CM
21033392	LLAVE:STILLSON;10";83362;TACTIX
21033394	BASE DE METAL PARA BANDEJAS WINCO
21033395	TERMO INOX BEBIDA CALIENTE 1.5 LT
21033397	BANCO:P/CARRETA;3.0;TUBO;CUADRADO;1;1/2"
21033399	PORTA:ESPUMERO;INOX;0.45X0.20X0.10CMTS
21033400	ESCALERA:10FT;FIBRA;VIDRIO;2BANDAS;300LB
21033403	MAMPARA:P/FREIDOR;1.10MTX1.85;MS
21033420	CAJA:DE;CARTON;30X30;CMIA
21033430	SUJETADOCUMENTOS 27413 212P OFFICE DEPOT
21033431	TIMER DESHIEL 208-240V 8145-20EX PARAGON
21033432	LLAVE DE BOLA 1/2"
21033433	THINNER LACA LITRO
21033434	ESCALERA ALUMINIO 2 BANDAS B/ROJA 5P
21033435	DISCO DE CORTE FINO 9" R-0011
21033436	BROCA DE COBALTO R-0037
21033437	HERMETICO RECTANGULAR CON CLIP 1.7L
21033438	CAJA DE GRAPAS BOSTICH
21033439	TABLA PLASTICA CON CLIP
21033440	SONDA COOPER ATKINS 50306- K 600F TYPE K
21033441	THINNER PREMIUM CON ENVASE GAL
21033442	TIRRO 3/4"X45YDA BLUE BOLD
21033443	BOLSAS MANILA 10 X15
21033444	BOLSAS MANILA  12 X 15
21033445	BOLSAS MANILA 10 X 13 OFICIO
21033446	BOLSAS MANILA 9 X 12 CARTA
21033447	BOLSAS MANILA 7 X 10
21033448	POST- IT 1 1/2 X 2 AMARILLOS
21033449	POST- IT 1 1/2 X 2 NEON
21033450	LIMPIADOR QUIMICO CONCENTRADO NZL 4 GLS
21033451	CLIPS # 1  NIQUELADO
21033452	AUTO:LAVADO;SIN;AGUA;GALÓN;4,100ML
21033453	PLUMON PARA PIZARRA BIC ROJO
21033454	PLUMON SHARPIE AZUL PUNTO FINO
21033455	PLUMON SHARPIE NEGRO PUNTO FINO
21033456	SANITIZANTE STER BAC 4 GLS
21033457	FILM PLASTICO
21033459	ENGRASADORA:5851;PRESSOL;12634
21033470	ESMERIL:ANGULAR;4.1/2;MILWAUKEE;34459
21033471	TALADRO:PERCUTOR;421586;44958;18VMILWAUK
21033472	BROCA:P/CONCRETO;1/4*4;73353;DEWALT
21033473	BROCA:P/CONCRETO;5/16*6;73355;DEWALT
21033474	SIERRA:COPA;1.1/2;BI-METAL;101281
21033475	ADAPTADOR:SIERRA;COPA;1.1/4;101293
21033476	DISCO:ACERO;INOX;4.1/2*1MM*7/8;86085
21033477	BROCHA:CERDA;4";BLANCA;77037
21033478	BROCA:COBALTO;45141;MILWAUKEE;48892321
21033479	LLAVE:CANGREJA;CRESCENT;S/3;410959
21033480	LLAVE:MIXTA;1/4-3/4;ONSITE;S/9;117482
21033481	CUBO:45017;PUNT;STUBBY;TACTIX;S43;103208
21033482	REMACHADORA:3;BOCAS;STANLEY;69-646
21033483	CINTA:METRICA;5M;DOBLE;BLOQUEO;410436
21033484	MARCO:CON;SIERRA;12";STANLEY;15-200
21033485	NIVEL:PLASTICO;9";TORPEDO;IMPACT;50496
21033486	MARTILLO:STUBBY;TACTIX;900062
21033487	TIJERA:AVIACION;IZQUIERTA;TACTIX;85936
21033493	SELLO:AUTOMATICO;DEPOSITO;TINTA;NEGRA
21033499	RAMPAS:P/BANDEJAS;ACE;INOX;0.30X0.30CM
21033527	PALMAZADOR:DE;BASURA;0.85X0.20CM
21033529	INMOVILIZADOR:DE;CABEZA
21033530	RIEL:PARA;PASTELITOS;ACE;INOX;;0.45X0.45
21033531	BROCA:DE;TITANIO;1/4";MILWAUKEE;48892213
21033532	CEPILLO:DE;COPA;CON;ESPIGA;3";BTE7530
21033535	CESTA:RECTANGULAR;MOVIL;AZUL;C/AGARRADOR
21033539	SOLDADORA:INVERSORA;MEGA-FORCE;130;LINCO
21033540	CORREA:TIPO;ARAŃA
21033541	CUELLO:CERVICAL;ADAPTABLE
21033554	CORTES:DE;TAPADERAS;P/MASA;0.10CM
21033556	PORTA:EMPAQUE;0.13*0.13;INOX
21033559	AMPERIMETRO:DIGITAL;TENAZA;1000A/600V
21033564	GANCHO:ACE;INOX;GANCHO;0.10;CMTS
21033569	BASURERO:PEDAL;35L;ROJO;BIOLÓGICO;RIMAX
21033570	ESCALERA:5´;FIBRA;VIDRIO;2;BANDAS;250LB
21033571	ESCALERA:7;PIES;FIBRA;VIDRIO,;2;BANDAS
21033572	GAFETE:WHITE;PVC;CARDS;100;UN
21033577	ESCALERA:FIBRA;VIDRIO;DE;2;BANDAS;9;PIES
21033578	TARUGO:S10,;PLÁSTICO;3/8"
21033579	DISPENSADOR:PAPEL;TOALLA;PLASTICO;MANUAL
21033580	TRASH:RECEPTACLE;FOR;CART;NO.FG335488BLA
21033581	TRASH:RECEPTACLE;FORBUS;CART;FG335388BLA
21033582	AROS VERDES 1/3 OZ PORTION PAL FIFO
21033584	AMPERIMETRO:DIGITAL;TENAZA;400A/600V
21033592	LLAVE:STILLSON;14PLG
21033594	SET:MACHU;644835;1/4;5/16;3/8;7/16;1/2"
21033597	SET TAZAS MEDIDORAS PLASTICAS
21033600	BASURERO:PEDAL;35L;ROJO;116318
